kecamatan_subdistrict,komoditas,y2020,y2021,y2022,y2023,name,no_komoditas,tabel
Kangae,bugenvil_pohon_tree,...,-,-,-,bugenvil_pohon,7,tbl_5.6
Kangae,puring_croton_pohon_tree,...,-,-,-,puring_croton,11,tbl_5.6
Palue,anggrek_potong_cut_orchid_tangkai_stalks,...,-,-,-,anggrek_potong,2,tbl_5.6
Palue,anggrek_pot_potted_orchid_pohon_tree,...,-,-,-,anggrek_pot,1,tbl_5.6
Palue,bugenvil_pohon_tree,...,-,-,-,bugenvil_pohon,7,tbl_5.6
Palue,puring_croton_pohon_tree,...,-,-,-,puring_croton,11,tbl_5.6
Koting,anggrek_potong_cut_orchid_tangkai_stalks,...,-,-,-,anggrek_potong,2,tbl_5.6
Koting,anggrek_pot_potted_orchid_pohon_tree,...,-,-,-,anggrek_pot,1,tbl_5.6
Koting,bugenvil_pohon_tree,...,-,-,1,bugenvil_pohon,7,tbl_5.6
Koting,puring_croton_pohon_tree,...,-,-,-,puring_croton,11,tbl_5.6
Nelle,anggrek_potong_cut_orchid_tangkai_stalks,...,-,-,-,anggrek_potong,2,tbl_5.6
Nelle,anggrek_pot_potted_orchid_pohon_tree,...,-,-,-,anggrek_pot,1,tbl_5.6
Nelle,bugenvil_pohon_tree,...,-,-,-,bugenvil_pohon,7,tbl_5.6
Nelle,puring_croton_pohon_tree,...,-,-,-,puring_croton,11,tbl_5.6
Nita,anggrek_potong_cut_orchid_tangkai_stalks,...,-,-,-,anggrek_potong,2,tbl_5.6
Nita,anggrek_pot_potted_orchid_pohon_tree,...,-,-,-,anggrek_pot,1,tbl_5.6
Nita,bugenvil_pohon_tree,...,-,-,-,bugenvil_pohon,7,tbl_5.6
Nita,puring_croton_pohon_tree,...,-,-,-,puring_croton,11,tbl_5.6
Magepanda,anggrek_potong_cut_orchid_tangkai_stalks,...,-,-,-,anggrek_potong,2,tbl_5.6
Magepanda,anggrek_pot_potted_orchid_pohon_tree,...,-,-,-,anggrek_pot,1,tbl_5.6
Magepanda,bugenvil_pohon_tree,...,-,-,-,bugenvil_pohon,7,tbl_5.6
Magepanda,puring_croton_pohon_tree,...,-,-,-,puring_croton,11,tbl_5.6
Alok,anggrek_potong_cut_orchid_tangkai_stalks,...,-,-,-,anggrek_potong,2,tbl_5.6
Alok,anggrek_pot_potted_orchid_pohon_tree,...,-,-,-,anggrek_pot,1,tbl_5.6
Alok,bugenvil_pohon_tree,...,-,-,-,bugenvil_pohon,7,tbl_5.6
Alok,puring_croton_pohon_tree,...,-,-,-,puring_croton,11,tbl_5.6
Alok Barat,anggrek_potong_cut_orchid_tangkai_stalks,...,-,-,-,anggrek_potong,2,tbl_5.6
Alok Barat,anggrek_pot_potted_orchid_pohon_tree,...,-,-,-,anggrek_pot,1,tbl_5.6
Alok Barat,bugenvil_pohon_tree,...,-,-,-,bugenvil_pohon,7,tbl_5.6
Alok Barat,puring_croton_pohon_tree,...,-,-,-,puring_croton,11,tbl_5.6
Alok Timur,anggrek_potong_cut_orchid_tangkai_stalks,...,-,-,-,anggrek_potong,2,tbl_5.6
Alok Timur,anggrek_pot_potted_orchid_pohon_tree,...,-,75,16,anggrek_pot,1,tbl_5.6
Alok Timur,bugenvil_pohon_tree,...,-,210,29,bugenvil_pohon,7,tbl_5.6
Alok Timur,puring_croton_pohon_tree,...,-,160,18,puring_croton,11,tbl_5.6
Sikka,anggrek_potong_cut_orchid_tangkai_stalks,...,-,-,-,anggrek_potong,2,tbl_5.6
Sikka,anggrek_pot_potted_orchid_pohon_tree,...,-,75,16,anggrek_pot,1,tbl_5.6
Sikka,bugenvil_pohon_tree,...,-,210,30,bugenvil_pohon,7,tbl_5.6
Sikka,puring_croton_pohon_tree,...,-,160,18,puring_croton,11,tbl_5.6
Paga,mangga_mango_kw_qui,5.900,180,360,504,mangga_mango,1,tbl_5.7
Paga,durian_durian_kw_qui,-,-,-,-,durian_durian,2,tbl_5.7
Paga,jeruk_siam_keprok_orange_tangerine_kw_qui,335.500,118.350,604,435,jeruk_siam,3,tbl_5.7
Paga,pisang_banana_kw_qui,475.000,34.160,5.075,2.764,pisang_banana,4,tbl_5.7
Paga,pepaya_papaya_kw_qui,7.089,2.568,687,481,pepaya_papaya,5,tbl_5.7
Paga,salak_snakefruit_kw_qui,6.300,8,-,-,salak_snakefruit,6,tbl_5.7
Mego,mangga_mango_kw_qui,5.500,6.000,1.274,66,mangga_mango,1,tbl_5.7
Mego,durian_durian_kw_qui,257,143,79,-,durian_durian,2,tbl_5.7
Mego,jeruk_siam_keprok_orange_tangerine_kw_qui,500,600,227,-,jeruk_siam,3,tbl_5.7
Mego,pisang_banana_kw_qui,15.500,6.400,725,121,pisang_banana,4,tbl_5.7
Mego,pepaya_papaya_kw_qui,1.650,700,340,57,pepaya_papaya,5,tbl_5.7
Mego,salak_snakefruit_kw_qui,141,277,99,-,salak_snakefruit,6,tbl_5.7
Tana Wawo,mangga_mango_kw_qui,4.200,2.500,509,119,mangga_mango,1,tbl_5.7
Tana Wawo,durian_durian_kw_qui,250,289,508,-,durian_durian,2,tbl_5.7
Tana Wawo,jeruk_siam_keprok_orange_tangerine_kw_qui,5.000,4.020,947,123,jeruk_siam,3,tbl_5.7
Tana Wawo,pisang_banana_kw_qui,93.000,46.580,5.613,568,pisang_banana,4,tbl_5.7
Tana Wawo,pepaya_papaya_kw_qui,3.200,531,175,67,pepaya_papaya,5,tbl_5.7
Tana Wawo,salak_snakefruit_kw_qui,-,-,-,-,salak_snakefruit,6,tbl_5.7
Lela,mangga_mango_kw_qui,2.250,14.200,3.333,1.449,mangga_mango,1,tbl_5.7
Lela,durian_durian_kw_qui,294,37,823,20,durian_durian,2,tbl_5.7
Lela,jeruk_siam_keprok_orange_tangerine_kw_qui,7,72,322,13,jeruk_siam,3,tbl_5.7
Lela,pisang_banana_kw_qui,22.762,31.243,37.716,4.052,pisang_banana,4,tbl_5.7
Lela,pepaya_papaya_kw_qui,3.604,894,5.544,331,pepaya_papaya,5,tbl_5.7
Lela,salak_snakefruit_kw_qui,4.480,1.180,2.200,40,salak_snakefruit,6,tbl_5.7
Bola,mangga_mango_kw_qui,14.100,1.680,1.680,1.394,mangga_mango,1,tbl_5.7
Bola,durian_durian_kw_qui,-,6.432,12.000,3.770,durian_durian,2,tbl_5.7
Bola,jeruk_siam_keprok_orange_tangerine_kw_qui,709,920,940,819,jeruk_siam,3,tbl_5.7
Bola,pisang_banana_kw_qui,1.305,1.320,1.320,1.410,pisang_banana,4,tbl_5.7
Bola,pepaya_papaya_kw_qui,1.050,430,363,721,pepaya_papaya,5,tbl_5.7
Bola,salak_snakefruit_kw_qui,-,-,1.270,884,salak_snakefruit,6,tbl_5.7
Doreng,mangga_mango_kw_qui,-,-,-,-,mangga_mango,1,tbl_5.7
Doreng,durian_durian_kw_qui,234,708,316,266,durian_durian,2,tbl_5.7
Doreng,jeruk_siam_keprok_orange_tangerine_kw_qui,-,-,-,-,jeruk_siam,3,tbl_5.7
Doreng,pisang_banana_kw_qui,74,195,-,260,pisang_banana,4,tbl_5.7
Doreng,pepaya_papaya_kw_qui,-,-,-,-,pepaya_papaya,5,tbl_5.7
Doreng,salak_snakefruit_kw_qui,-,-,-,-,salak_snakefruit,6,tbl_5.7
Mapitara,mangga_mango_kw_qui,-,229,820,760,mangga_mango,1,tbl_5.7
Mapitara,durian_durian_kw_qui,321,269,694,552,durian_durian,2,tbl_5.7
Mapitara,jeruk_siam_keprok_orange_tangerine_kw_qui,-,-,-,-,jeruk_siam,3,tbl_5.7
Mapitara,pisang_banana_kw_qui,33.051,8.262,1.760,1.402,pisang_banana,4,tbl_5.7
Mapitara,pepaya_papaya_kw_qui,7.084,6.063,307,263,pepaya_papaya,5,tbl_5.7
Mapitara,salak_snakefruit_kw_qui,-,-,-,-,salak_snakefruit,6,tbl_5.7
Talibura,mangga_mango_kw_qui,2.000,700,276,332,mangga_mango,1,tbl_5.7
Talibura,durian_durian_kw_qui,-,-,-,-,durian_durian,2,tbl_5.7
Talibura,jeruk_siam_keprok_orange_tangerine_kw_qui,-,-,-,-,jeruk_siam,3,tbl_5.7
Talibura,pisang_banana_kw_qui,29.810,72.000,22.052,16.591,pisang_banana,4,tbl_5.7
Talibura,pepaya_papaya_kw_qui,1.030,6.235,465,585,pepaya_papaya,5,tbl_5.7
Talibura,salak_snakefruit_kw_qui,259,600,137,20,salak_snakefruit,6,tbl_5.7
Waigete,mangga_mango_kw_qui,6.500,2.340,571,507,mangga_mango,1,tbl_5.7
Waigete,durian_durian_kw_qui,112,95,80,57,durian_durian,2,tbl_5.7
Waigete,jeruk_siam_keprok_orange_tangerine_kw_qui,57,70,17,55,jeruk_siam,3,tbl_5.7
Waigete,pisang_banana_kw_qui,41.060,13.140,2.900,1.595,pisang_banana,4,tbl_5.7
Waigete,pepaya_papaya_kw_qui,14.300,8.001,1.593,1.398,pepaya_papaya,5,tbl_5.7
Waigete,salak_snakefruit_kw_qui,485,650,62,10,salak_snakefruit,6,tbl_5.7
Waiblama,mangga_mango_kw_qui,450,251,654,1.133,mangga_mango,1,tbl_5.7
Waiblama,durian_durian_kw_qui,-,-,-,-,durian_durian,2,tbl_5.7
Waiblama,jeruk_siam_keprok_orange_tangerine_kw_qui,15,20,24,10,jeruk_siam,3,tbl_5.7
Waiblama,pisang_banana_kw_qui,13.991,4.468,5.002,2.255,pisang_banana,4,tbl_5.7
Waiblama,pepaya_papaya_kw_qui,4.200,3.930,1.455,1.193,pepaya_papaya,5,tbl_5.7
Waiblama,salak_snakefruit_kw_qui,-,4,4,1,salak_snakefruit,6,tbl_5.7
Kewapante,mangga_mango_kw_qui,5.200,697,340,531,mangga_mango,1,tbl_5.7
Kewapante,durian_durian_kw_qui,87,-,-,-,durian_durian,2,tbl_5.7
Kewapante,jeruk_siam_keprok_orange_tangerine_kw_qui,-,-,-,-,jeruk_siam,3,tbl_5.7
Kewapante,pisang_banana_kw_qui,14.200,1.200,850,827,pisang_banana,4,tbl_5.7
Kewapante,pepaya_papaya_kw_qui,4.065,2.300,1.650,863,pepaya_papaya,5,tbl_5.7
Kewapante,salak_snakefruit_kw_qui,-,-,-,-,salak_snakefruit,6,tbl_5.7
Hewokloang,mangga_mango_kw_qui,-,15,17,17,mangga_mango,1,tbl_5.7
Hewokloang,durian_durian_kw_qui,1,5,5,43,durian_durian,2,tbl_5.7
Hewokloang,jeruk_siam_keprok_orange_tangerine_kw_qui,-,-,-,-,jeruk_siam,3,tbl_5.7
Hewokloang,pisang_banana_kw_qui,3,15,10,30,pisang_banana,4,tbl_5.7
Hewokloang,pepaya_papaya_kw_qui,-,6,5,12,pepaya_papaya,5,tbl_5.7
Hewokloang,salak_snakefruit_kw_qui,1,6,6,5,salak_snakefruit,6,tbl_5.7
Kangae,mangga_mango_kw_qui,3.530,441,670,482,mangga_mango,1,tbl_5.7
Kangae,durian_durian_kw_qui,-,-,-,50,durian_durian,2,tbl_5.7
Kangae,jeruk_siam_keprok_orange_tangerine_kw_qui,-,50,47,33,jeruk_siam,3,tbl_5.7
Kangae,pisang_banana_kw_qui,3.400,22.300,1.383,1.732,pisang_banana,4,tbl_5.7
Kangae,pepaya_papaya_kw_qui,4.028,6.144,604,734,pepaya_papaya,5,tbl_5.7
Kangae,salak_snakefruit_kw_qui,-,-,8,91,salak_snakefruit,6,tbl_5.7
Palue,mangga_mango_kw_qui,317,154,16,91,mangga_mango,1,tbl_5.7
Palue,durian_durian_kw_qui,-,-,-,-,durian_durian,2,tbl_5.7
Palue,jeruk_siam_keprok_orange_tangerine_kw_qui,-,-,7,-,jeruk_siam,3,tbl_5.7
Palue,pisang_banana_kw_qui,930,1.100,271,367,pisang_banana,4,tbl_5.7
Palue,pepaya_papaya_kw_qui,2.920,1.090,196,171,pepaya_papaya,5,tbl_5.7
Palue,salak_snakefruit_kw_qui,-,-,-,-,salak_snakefruit,6,tbl_5.7
Koting,mangga_mango_kw_qui,5.340,3.200,992,1.476,mangga_mango,1,tbl_5.7
Koting,durian_durian_kw_qui,-,-,-,-,durian_durian,2,tbl_5.7
Koting,jeruk_siam_keprok_orange_tangerine_kw_qui,-,-,-,-,jeruk_siam,3,tbl_5.7
Koting,pisang_banana_kw_qui,8.600,3.800,1.736,1.178,pisang_banana,4,tbl_5.7
Koting,pepaya_papaya_kw_qui,1.940,4.500,1.288,815,pepaya_papaya,5,tbl_5.7
Koting,salak_snakefruit_kw_qui,2.700,866,843,763,salak_snakefruit,6,tbl_5.7
Nelle,mangga_mango_kw_qui,804,196,112,292,mangga_mango,1,tbl_5.7
Nelle,durian_durian_kw_qui,-,-,-,-,durian_durian,2,tbl_5.7
Nelle,jeruk_siam_keprok_orange_tangerine_kw_qui,23,110,3,6,jeruk_siam,3,tbl_5.7
Nelle,pisang_banana_kw_qui,346,759,323,584,pisang_banana,4,tbl_5.7
Nelle,pepaya_papaya_kw_qui,128,310,161,642,pepaya_papaya,5,tbl_5.7
Nelle,salak_snakefruit_kw_qui,-,-,-,-,salak_snakefruit,6,tbl_5.7
Nita,mangga_mango_kw_qui,16.150,5.590,2.909,1.434,mangga_mango,1,tbl_5.7
Nita,durian_durian_kw_qui,230,575,390,90,durian_durian,2,tbl_5.7
Nita,jeruk_siam_keprok_orange_tangerine_kw_qui,370,1.600,1.090,177,jeruk_siam,3,tbl_5.7
Nita,pisang_banana_kw_qui,30.560,29.500,54.800,10.872,pisang_banana,4,tbl_5.7
Nita,pepaya_papaya_kw_qui,20.550,19.220,12.780,4.300,pepaya_papaya,5,tbl_5.7
Nita,salak_snakefruit_kw_qui,800,1.810,2.840,420,salak_snakefruit,6,tbl_5.7
Magepanda,mangga_mango_kw_qui,756,1.279,600,719,mangga_mango,1,tbl_5.7
Magepanda,durian_durian_kw_qui,-,-,-,-,durian_durian,2,tbl_5.7
Magepanda,jeruk_siam_keprok_orange_tangerine_kw_qui,-,-,-,-,jeruk_siam,3,tbl_5.7
Magepanda,pisang_banana_kw_qui,253,437,611,717,pisang_banana,4,tbl_5.7
Magepanda,pepaya_papaya_kw_qui,639,360,144,301,pepaya_papaya,5,tbl_5.7
Magepanda,salak_snakefruit_kw_qui,-,-,-,-,salak_snakefruit,6,tbl_5.7
Alok,mangga_mango_kw_qui,2.400,560,2.730,648,mangga_mango,1,tbl_5.7
Alok,durian_durian_kw_qui,-,-,-,-,durian_durian,2,tbl_5.7
Alok,jeruk_siam_keprok_orange_tangerine_kw_qui,105,452,-,-,jeruk_siam,3,tbl_5.7
Alok,pisang_banana_kw_qui,7.220,633,2.069,5.086,pisang_banana,4,tbl_5.7
Alok,pepaya_papaya_kw_qui,2.855,2.300,845,906,pepaya_papaya,5,tbl_5.7
Alok,salak_snakefruit_kw_qui,-,-,-,-,salak_snakefruit,6,tbl_5.7
Alok Barat,mangga_mango_kw_qui,3.874,788,907,537,mangga_mango,1,tbl_5.7
Alok Barat,durian_durian_kw_qui,-,-,-,-,durian_durian,2,tbl_5.7
Alok Barat,jeruk_siam_keprok_orange_tangerine_kw_qui,-,-,-,-,jeruk_siam,3,tbl_5.7
Alok Barat,pisang_banana_kw_qui,2.567,2.705,4.708,2.220,pisang_banana,4,tbl_5.7
Alok Barat,pepaya_papaya_kw_qui,12.778,7.967,6.408,3.431,pepaya_papaya,5,tbl_5.7
Alok Barat,salak_snakefruit_kw_qui,-,-,-,-,salak_snakefruit,6,tbl_5.7
Alok Timur,mangga_mango_kw_qui,1.369,1.115,646,875,mangga_mango,1,tbl_5.7
Alok Timur,durian_durian_kw_qui,-,-,16,17,durian_durian,2,tbl_5.7
Alok Timur,jeruk_siam_keprok_orange_tangerine_kw_qui,-,-,-,-,jeruk_siam,3,tbl_5.7
Alok Timur,pisang_banana_kw_qui,29.500,4.736,1.750,1.700,pisang_banana,4,tbl_5.7
Alok Timur,pepaya_papaya_kw_qui,1.370,392,172,112,pepaya_papaya,5,tbl_5.7
Alok Timur,salak_snakefruit_kw_qui,10,18,13,5,salak_snakefruit,6,tbl_5.7
Sikka,mangga_mango_kw_qui,80.640,42.116,19.416,13.365,mangga_mango,1,tbl_5.7
Sikka,durian_durian_kw_qui,1.786,8.552,14.910,4.865,durian_durian,2,tbl_5.7
Sikka,jeruk_siam_keprok_orange_tangerine_kw_qui,342.286,126.264,4.229,1.669,jeruk_siam,3,tbl_5.7
Sikka,pisang_banana_kw_qui,823.132,284.952,150.673,56.329,pisang_banana,4,tbl_5.7
Sikka,pepaya_papaya_kw_qui,94.480,73.940,35.182,17.382,pepaya_papaya,5,tbl_5.7
Sikka,salak_snakefruit_kw_qui,15.176,5.419,7.482,2.240,salak_snakefruit,6,tbl_5.7
